gene_name	NES_Doro_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_1	NES_Doro_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_2	NES_Doro_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_3	NES_Doro_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_4	NES_Doro_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_5	NES_Doro_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_6	NES_Doro_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_7	NES_Doro_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_8	NES_Doro_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_9	NES_Doro_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_10	NES_Doro_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_11	NES_Doro_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_12	NES_Doro_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_13	NES_Doro_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_14	NES_Doro_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_15	NES_Doro_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_16	NES_DoroSign_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_17	NES_DoroSign_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_18	NES_DoroSign_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_19	NES_DoroSign_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_20	NES_DoroSign_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_21	NES_DoroSign_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_22	NES_DoroSign_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_23	NES_DoroSign_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_24	NES_DoroSign_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_25	NES_DoroSign_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_26	NES_DoroSign_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_27	NES_DoroSign_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_28	NES_DoroSign_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_29	NES_DoroSign_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_30	NES_DoroSign_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_31	NES_DoroSign_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_32	NES_Coll_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_33	NES_Coll_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_34	NES_Coll_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_35	NES_Coll_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_36	NES_Coll_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_37	NES_Coll_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_38	NES_Coll_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_39	NES_Coll_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_40	NES_Coll_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_41	NES_Coll_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_42	NES_Coll_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_43	NES_Coll_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_44	NES_Coll_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_45	NES_Coll_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_46	NES_Coll_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_47	NES_Coll_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_48	NES_CollSign_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_49	NES_CollSign_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_50	NES_CollSign_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_51	NES_CollSign_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_52	NES_CollSign_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_53	NES_CollSign_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_54	NES_CollSign_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_55	NES_CollSign_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_56	NES_CollSign_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_57	NES_CollSign_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_58	NES_CollSign_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_59	NES_CollSign_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_60	NES_CollSign_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_61	NES_CollSign_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_62	NES_CollSign_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_63	NES_CollSign_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_64
SREBF2	3.731345281762864	VIPER	3.731345281762864	VIPER	3.731345281762864	VIPER	3.731345281762864	VIPER	3.731345281762864	VIPER	3.731345281762864	VIPER	3.731345281762864	VIPER	3.731345281762864	VIPER	3.03599808526711	VIPER	3.03599808526711	VIPER	3.03599808526711	VIPER	3.03599808526711	VIPER	3.03599808526711	VIPER	3.03599808526711	VIPER	3.03599808526711	VIPER	3.03599808526711	VIPER	3.5830351581132063	VIPER	3.5830351581132063	VIPER	3.5830351581132063	VIPER	3.5830351581132063	VIPER	3.5830351581132063	VIPER	3.5830351581132063	VIPER	3.5830351581132063	VIPER	3.5830351581132063	VIPER	2.56471235319021	VIPER	2.56471235319021	VIPER	2.56471235319021	VIPER	2.56471235319021	VIPER	2.56471235319021	VIPER	2.56471235319021	VIPER	2.56471235319021	VIPER	2.56471235319021	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAT3	2.4163672490582644	VIPER	2.4163672490582644	VIPER	2.4163672490582644	VIPER	2.4163672490582644	VIPER	2.4163672490582644	VIPER	2.4163672490582644	VIPER	2.4163672490582644	VIPER	2.4163672490582644	VIPER	2.5758201451607605	VIPER	2.5758201451607605	VIPER	2.5758201451607605	VIPER	2.5758201451607605	VIPER	2.5758201451607605	VIPER	2.5758201451607605	VIPER	2.5758201451607605	VIPER	2.5758201451607605	VIPER	4.106978067759617	VIPER	4.106978067759617	VIPER	4.106978067759617	VIPER	4.106978067759617	VIPER	4.106978067759617	VIPER	4.106978067759617	VIPER	4.106978067759617	VIPER	4.106978067759617	VIPER	2.7016122148636668	VIPER	2.7016122148636668	VIPER	2.7016122148636668	VIPER	2.7016122148636668	VIPER	2.7016122148636668	VIPER	2.7016122148636668	VIPER	2.7016122148636668	VIPER	2.7016122148636668	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TWIST1	2.9067428716437393	VIPER	2.9067428716437393	VIPER	2.9067428716437393	VIPER	2.9067428716437393	VIPER	2.9067428716437393	VIPER	2.9067428716437393	VIPER	2.9067428716437393	VIPER	2.9067428716437393	VIPER	2.763386060842046	VIPER	2.763386060842046	VIPER	2.763386060842046	VIPER	2.763386060842046	VIPER	2.763386060842046	VIPER	2.763386060842046	VIPER	2.763386060842046	VIPER	2.763386060842046	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETV3	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA	-2.13661575317383	PhosphoScore	NA	NA
HSF1	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore	-4.385532061258955	PhosphoScore	-4.385532061258955	PhosphoScore	-3.229676988389759	PhosphoScore	-3.229676988389759	PhosphoScore
JDP2	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA	1.14825057983398	PhosphoScore	NA	NA
MNX1	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA	-0.785426457722984	PhosphoScore	NA	NA
MRTFA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA	-0.994447072347004	PhosphoScore	NA	NA
SUFU	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA	-3.13606484731039	PhosphoScore	NA	NA
YAP1	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore	-2.75146675109863	PhosphoScore
BCL10	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore	NA	NA	NA	NA	6.0370356241862	PhosphoScore	6.0370356241862	PhosphoScore
CIC	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.11285654703776	PhosphoScore	NA	NA
CTNNB1	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA	NA	NA	NA	NA	1.0601495107015	PhosphoScore	NA	NA
EP300	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.940320332845051	PhosphoScore	NA	NA
HBP1	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	0.7676612620410527	VIPER	0.7676612620410527	VIPER	0.8976287089217314	VIPER+PhosphoScore	0.7676612620410527	VIPER	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	0.5963723187998173	VIPER	0.5963723187998173	VIPER	0.8119842373011137	VIPER+PhosphoScore	0.5963723187998173	VIPER	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	0.8460947617595596	VIPER	0.8460947617595596	VIPER	0.9368454587809848	VIPER+PhosphoScore	0.8460947617595596	VIPER	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA	0.5963723187998173	VIPER	0.5963723187998173	VIPER	0.8119842373011137	VIPER+PhosphoScore	0.5963723187998173	VIPER	NA	NA	NA	NA	1.02759615580241	PhosphoScore	NA	NA
