gene_name	NES_Doro_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_1	NES_Doro_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_2	NES_Doro_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_3	NES_Doro_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_4	NES_Doro_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_5	NES_Doro_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_6	NES_Doro_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_7	NES_Doro_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_8	NES_Doro_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_9	NES_Doro_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_10	NES_Doro_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_11	NES_Doro_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_12	NES_Doro_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_13	NES_Doro_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_14	NES_Doro_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_15	NES_Doro_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_16	NES_DoroSign_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_17	NES_DoroSign_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_18	NES_DoroSign_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_19	NES_DoroSign_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_20	NES_DoroSign_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_21	NES_DoroSign_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_22	NES_DoroSign_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_23	NES_DoroSign_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_24	NES_DoroSign_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_25	NES_DoroSign_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_26	NES_DoroSign_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_27	NES_DoroSign_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_28	NES_DoroSign_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_29	NES_DoroSign_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_30	NES_DoroSign_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_31	NES_DoroSign_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_32	NES_Coll_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_33	NES_Coll_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_34	NES_Coll_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_35	NES_Coll_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_36	NES_Coll_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_37	NES_Coll_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_38	NES_Coll_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_39	NES_Coll_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_40	NES_Coll_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_41	NES_Coll_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_42	NES_Coll_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_43	NES_Coll_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_44	NES_Coll_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_45	NES_Coll_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_46	NES_Coll_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_47	NES_Coll_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_48	NES_CollSign_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_49	NES_CollSign_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_50	NES_CollSign_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_51	NES_CollSign_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_52	NES_CollSign_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_53	NES_CollSign_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_54	NES_CollSign_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_55	NES_CollSign_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_56	NES_CollSign_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_57	NES_CollSign_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_58	NES_CollSign_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_59	NES_CollSign_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_60	NES_CollSign_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_61	NES_CollSign_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_62	NES_CollSign_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_63	NES_CollSign_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_64
HMGA1	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA	NA	NA	NA	NA	1.00640805562337	PhosphoScore	NA	NA
JUNB	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.90773518880208	PhosphoScore	NA	NA
JUND	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA	NA	NA	NA	NA	1.67304229736328	PhosphoScore	NA	NA
KAT5	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore	NA	NA	NA	NA	0.357889811197914	PhosphoScore	0.357889811197914	PhosphoScore
MAX	NA	NA	NA	NA	-0.985356648763023	PhosphoScore	-0.985356648763023	PhosphoScore	NA	NA	NA	NA	-0.985356648763023	PhosphoScore	-0.985356648763023	PhosphoScore	NA	NA	NA	NA	-0.985356648763023	PhosphoScore	-0.985356648763023	PhosphoScore	NA	NA	NA	NA	-0.985356648763023	PhosphoScore	-0.985356648763023	PhosphoScore	NA	NA	NA	NA	-0.985356648763023	PhosphoScore	-0.985356648763023	PhosphoScore	NA	NA	NA	NA	-0.985356648763023	PhosphoScore	-0.985356648763023	PhosphoScore	NA	NA	NA	NA	-0.985356648763023	PhosphoScore	-0.985356648763023	PhosphoScore	NA	NA	NA	NA	-0.985356648763023	PhosphoScore	-0.985356648763023	PhosphoScore	3.942573582486113	VIPER	3.942573582486113	VIPER	1.478608466861545	VIPER+PhosphoScore	1.478608466861545	VIPER+PhosphoScore	3.942573582486113	VIPER	3.942573582486113	VIPER	1.478608466861545	VIPER+PhosphoScore	1.478608466861545	VIPER+PhosphoScore	2.6066011679508896	VIPER	2.6066011679508896	VIPER	0.8106222595939333	VIPER+PhosphoScore	0.8106222595939333	VIPER+PhosphoScore	2.6066011679508896	VIPER	2.6066011679508896	VIPER	0.8106222595939333	VIPER+PhosphoScore	0.8106222595939333	VIPER+PhosphoScore	2.795710439488579	VIPER	2.795710439488579	VIPER	0.905176895362778	VIPER+PhosphoScore	0.905176895362778	VIPER+PhosphoScore	2.795710439488579	VIPER	2.795710439488579	VIPER	0.905176895362778	VIPER+PhosphoScore	0.905176895362778	VIPER+PhosphoScore	2.199073059739847	VIPER	2.199073059739847	VIPER	0.6068582054884121	VIPER+PhosphoScore	0.6068582054884121	VIPER+PhosphoScore	2.199073059739847	VIPER	2.199073059739847	VIPER	0.6068582054884121	VIPER+PhosphoScore	0.6068582054884121	VIPER+PhosphoScore
MECP2	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA	NA	NA	NA	NA	1.85615030924479	PhosphoScore	NA	NA
NCOA3	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA	NA	NA	NA	NA	1.61048444112142	PhosphoScore	NA	NA
NFATC3	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.94006665547689	PhosphoScore	NA	NA
NFKB1	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA	NA	NA	NA	NA	1.05961990356445	PhosphoScore	NA	NA
NUP98	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA	NA	NA	NA	NA	-3.71940803527832	PhosphoScore	NA	NA
PPP1R13L	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA	NA	NA	NA	NA	0.719626744588219	PhosphoScore	NA	NA
RB1	NA	NA	NA	NA	-0.887730280558269	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.887730280558269	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.887730280558269	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.887730280558269	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.887730280558269	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.887730280558269	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.887730280558269	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.887730280558269	PhosphoScore	NA	NA	3.548283425131956	VIPER	3.548283425131956	VIPER	1.3302765722868435	VIPER+PhosphoScore	3.548283425131956	VIPER	3.548283425131956	VIPER	3.548283425131956	VIPER	1.3302765722868435	VIPER+PhosphoScore	3.548283425131956	VIPER	2.1314390261425493	VIPER	2.1314390261425493	VIPER	0.6218543727921402	VIPER+PhosphoScore	2.1314390261425493	VIPER	2.1314390261425493	VIPER	2.1314390261425493	VIPER	0.6218543727921402	VIPER+PhosphoScore	2.1314390261425493	VIPER	4.171158422048177	VIPER	4.171158422048177	VIPER	1.641714070744954	VIPER+PhosphoScore	4.171158422048177	VIPER	4.171158422048177	VIPER	4.171158422048177	VIPER	1.641714070744954	VIPER+PhosphoScore	4.171158422048177	VIPER	2.2733270258300635	VIPER	2.2733270258300635	VIPER	0.6927983726358973	VIPER+PhosphoScore	2.2733270258300635	VIPER	2.2733270258300635	VIPER	2.2733270258300635	VIPER	0.6927983726358973	VIPER+PhosphoScore	2.2733270258300635	VIPER
RBBP8	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA	NA	NA	NA	NA	-0.607996622721352	PhosphoScore	NA	NA
REST	NA	NA	NA	NA	-1.33078002929688	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.33078002929688	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.33078002929688	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.33078002929688	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.33078002929688	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.33078002929688	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.33078002929688	PhosphoScore	NA	NA	NA	NA	NA	NA	-1.33078002929688	PhosphoScore	NA	NA	5.855710578519468	VIPER	5.855710578519468	VIPER	2.262465274611294	VIPER+PhosphoScore	5.855710578519468	VIPER	5.855710578519468	VIPER	5.855710578519468	VIPER	2.262465274611294	VIPER+PhosphoScore	5.855710578519468	VIPER	3.027133280308943	VIPER	3.027133280308943	VIPER	0.8481766255060313	VIPER+PhosphoScore	3.027133280308943	VIPER	3.027133280308943	VIPER	3.027133280308943	VIPER	0.8481766255060313	VIPER+PhosphoScore	3.027133280308943	VIPER	6.454000340843574	VIPER	6.454000340843574	VIPER	2.561610155773347	VIPER+PhosphoScore	6.454000340843574	VIPER	6.454000340843574	VIPER	6.454000340843574	VIPER	2.561610155773347	VIPER+PhosphoScore	6.454000340843574	VIPER	3.027133280308943	VIPER	3.027133280308943	VIPER	0.8481766255060313	VIPER+PhosphoScore	3.027133280308943	VIPER	3.027133280308943	VIPER	3.027133280308943	VIPER	0.8481766255060313	VIPER+PhosphoScore	3.027133280308943	VIPER
RUNX1	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore	NA	NA	NA	NA	-1.23720105489095	PhosphoScore	-1.23720105489095	PhosphoScore
SF1	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA	NA	NA	NA	NA	0.724833806355793	PhosphoScore	NA	NA
TP53BP1	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA	NA	NA	NA	NA	4.06335576375326	PhosphoScore	NA	NA
