Atlas	Direct	PKN_filtering	Connect_all	Layer_types	Carnival_types	Steps_numbers	TopDown	Max_length1	Max_length1-2	Max_length1-3	Keep_only_connected	network_id	PKN_time	CARNIVAL_time	nodes	edges	n_components	clust_coeff	diameter	power_law_fit	longest_path_AMPK	longest_path_MTOR	longest_path_Perturbation	quantified_edges	significant_edges	carnival	computation_time	Precision	Recall	TP	FP	TN	RMSE
FALSE	FALSE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1960	9.42	2.85	42	100	1	0.136	9	0.075	1	4	NA	19	14	vanilla_two_step	12.27	0.86	0.35	12	2	22	76.76494735787385
TRUE	TRUE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1961	15.68	5.87	53	112	1	0.061	5	0.048	4	4	NA	17	13	vanilla_two_step	21.55	0.86	0.35	12	2	22	75.59289460184544
FALSE	TRUE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1962	7.81	2.26	35	62	1	0.082	5	0.062	0	4	NA	12	9	vanilla_two_step	10.07	0.85	0.32	11	2	23	79.66275068156915
TRUE	FALSE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1963	15.48	6.29	55	116	1	0.06	5	0.097	4	4	NA	17	13	vanilla_two_step	21.77	0.86	0.35	12	2	22	75.59289460184544
FALSE	FALSE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1964	7.7	2.16	37	64	1	0.078	5	0.061	0	4	NA	12	9	vanilla_two_step	9.86	0.85	0.32	11	2	23	79.66275068156915
TRUE	TRUE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1965	16.91	6.04	53	112	1	0.061	5	0.048	4	4	NA	17	13	vanilla_two_step	22.95	0.86	0.35	12	2	22	75.59289460184544
FALSE	TRUE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1966	8.78	2.25	36	67	1	0.088	5	0.055	0	4	NA	13	10	vanilla_two_step	11.03	0.85	0.32	11	2	23	79.66275068156915
TRUE	FALSE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1967	17.37	9.87	56	118	1	0.059	5	0.091	4	4	NA	17	13	vanilla_two_step	27.24	0.86	0.35	12	2	22	75.59289460184544
FALSE	FALSE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	1;2;TRUE	NA	Network1968	8.94	2.29	39	72	1	0.078	5	0.084	0	4	NA	13	10	vanilla_two_step	11.23	0.85	0.32	11	2	23	79.66275068156915
TRUE	TRUE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1969	15.53	26.92	75	291	1	0.119	9	0.081	5	5	NA	49	37	vanilla_three_step	42.45	0.86	0.35	12	2	22	76.89765639525623
FALSE	TRUE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1970	7.76	4.74	42	119	1	0.123	8	0.087	4	3	NA	29	22	vanilla_three_step	12.5	0.8	0.35	12	3	22	80.22681965896811
TRUE	FALSE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1971	15.96	26.78	76	291	1	0.121	9	0.074	5	5	NA	49	37	vanilla_three_step	42.74	0.86	0.35	12	2	22	76.89765639525623
FALSE	FALSE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1972	8.15	4.78	43	118	1	0.126	9	0.094	5	4	NA	29	22	vanilla_three_step	12.93	0.8	0.35	12	3	22	80.22681965896811
TRUE	TRUE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1973	17.55	26.94	75	294	1	0.118	9	0.085	5	5	NA	49	37	vanilla_three_step	44.49	0.86	0.35	12	2	22	76.89765639525623
FALSE	TRUE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1974	9.16	4.47	42	119	1	0.123	8	0.087	4	3	NA	29	22	vanilla_three_step	13.63	0.8	0.35	12	3	22	80.22681965896811
TRUE	FALSE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1975	17.82	29.03	76	294	1	0.12	9	0.098	5	5	NA	49	37	vanilla_three_step	46.85	0.86	0.35	12	2	22	76.89765639525623
FALSE	FALSE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1976	9.38	4.46	44	118	1	0.12	9	0.088	5	4	NA	27	22	vanilla_three_step	13.84	0.86	0.35	12	2	22	79.64766161036995
TRUE	TRUE	TRUE	FALSE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1977	15.59	7.75	53	112	1	0.061	5	0.048	4	4	NA	17	13	vanilla_three_step	23.34	0.86	0.35	12	2	22	75.59289460184544
FALSE	TRUE	TRUE	FALSE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1978	7.62	3.04	36	65	1	0.078	5	0.042	0	4	NA	13	10	vanilla_three_step	10.66	0.85	0.32	11	2	23	79.66275068156915
TRUE	FALSE	TRUE	FALSE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1979	15.88	7.71	55	116	1	0.06	5	0.097	4	4	NA	17	13	vanilla_three_step	23.59	0.86	0.35	12	2	22	75.59289460184544
FALSE	FALSE	TRUE	FALSE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1980	7.76	3.21	38	67	1	0.074	5	0.046	0	4	NA	13	10	vanilla_three_step	10.97	0.85	0.32	11	2	23	79.66275068156915
TRUE	TRUE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1981	16.98	7.84	53	112	1	0.061	5	0.048	4	4	NA	17	13	vanilla_three_step	24.82	0.86	0.35	12	2	22	75.59289460184544
FALSE	TRUE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1982	8.57	3.36	36	68	1	0.087	5	0.044	0	4	NA	13	10	vanilla_three_step	11.93	0.85	0.32	11	2	23	82.6898230594723
TRUE	FALSE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1983	17.49	11.22	56	118	1	0.059	5	0.091	4	4	NA	17	13	vanilla_three_step	28.71	0.86	0.35	12	2	22	75.59289460184544
FALSE	FALSE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	1;2;TRUE	NA	Network1984	8.96	3.21	39	73	1	0.077	5	0.067	0	4	NA	13	10	vanilla_three_step	12.170000000000002	0.85	0.32	11	2	23	82.1876371013773
TRUE	TRUE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1985	15.66	8.99	52	128	1	0.12	11	0.078	1	10	NA	24	19	vanilla_one_step	24.65	0.85	0.32	11	2	23	78.44645405527362
FALSE	TRUE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1986	7.71	1.42	37	69	1	0.177	5	0.104	1	4	NA	12	9	vanilla_one_step	9.13	0.86	0.35	12	2	22	75.59289460184544
TRUE	FALSE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1987	16.23	9.51	54	134	1	0.117	8	0.062	2	6	NA	24	19	vanilla_one_step	25.74	0.85	0.32	11	2	23	78.44645405527362
FALSE	FALSE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1988	8.46	1.34	38	69	1	0.184	5	0.111	2	4	NA	12	9	vanilla_one_step	9.8	0.86	0.35	12	2	22	75.59289460184544
TRUE	TRUE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1989	17.57	11.34	55	140	1	0.118	7	0.091	1	6	NA	26	20	vanilla_one_step	28.91	0.85	0.32	11	2	23	78.44645405527362
FALSE	TRUE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1990	9.45	1.56	37	69	1	0.177	5	0.104	1	4	NA	12	9	vanilla_one_step	11.01	0.86	0.35	12	2	22	75.59289460184544
TRUE	FALSE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1991	18.31	11.11	57	153	1	0.118	11	0.056	2	10	NA	27	21	vanilla_one_step	29.42	0.85	0.32	11	2	23	78.44645405527362
FALSE	FALSE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1992	9.53	1.46	38	69	1	0.184	5	0.111	2	4	NA	12	9	vanilla_one_step	10.989999999999998	0.86	0.35	12	2	22	75.59289460184544
TRUE	TRUE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1993	15.6	5	53	119	1	0.073	5	0.08	4	4	NA	18	14	vanilla_one_step	20.6	0.86	0.35	12	2	22	75.59289460184544
FALSE	TRUE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1994	7.58	1.45	36	60	1	0.075	5	0.06	1	4	NA	11	8	vanilla_one_step	9.03	0.85	0.32	11	2	23	78.44645405527362
TRUE	FALSE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1995	16.06	5.3	55	123	1	0.072	5	0.088	4	4	NA	18	14	vanilla_one_step	21.36	0.86	0.35	12	2	22	75.59289460184544
FALSE	FALSE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1996	7.75	1.45	38	62	1	0.072	5	0.063	1	4	NA	11	8	vanilla_one_step	9.2	0.85	0.32	11	2	23	78.44645405527362
TRUE	TRUE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1997	17.17	5.07	53	119	1	0.073	5	0.08	4	4	NA	18	14	vanilla_one_step	22.24	0.86	0.35	12	2	22	75.59289460184544
FALSE	TRUE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1998	8.87	1.24	36	61	1	0.074	5	0.045	1	4	NA	11	8	vanilla_one_step	10.11	0.85	0.32	11	2	23	78.44645405527362
TRUE	FALSE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network1999	17.91	8.57	56	125	1	0.071	5	0.088	4	4	NA	18	14	vanilla_one_step	26.48	0.86	0.35	12	2	22	75.59289460184544
FALSE	FALSE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	1;2;TRUE	NA	Network2000	9.04	1.42	38	63	1	0.071	5	0.052	1	4	NA	11	8	vanilla_one_step	10.46	0.85	0.32	11	2	23	78.44645405527362
TRUE	TRUE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2033	38.24	28.34	72	211	1	0.1	12	0.054	3	6	NA	34	22	vanilla_two_step	66.58	0.81	0.38	13	3	21	86.60254037844386
FALSE	TRUE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2034	15.52	3.6	44	108	1	0.143	9	0.103	1	4	NA	23	14	vanilla_two_step	19.12	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2035	39.36	32.75	75	223	1	0.098	12	0.072	3	6	NA	34	22	vanilla_two_step	72.11	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2036	16	3.96	46	112	1	0.14	9	0.083	1	4	NA	23	14	vanilla_two_step	19.96	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2037	43.69	28.4	72	212	1	0.102	12	0.054	3	6	NA	34	22	vanilla_two_step	72.09	0.81	0.38	13	3	21	86.60254037844386
FALSE	TRUE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2038	17.44	3.69	44	108	1	0.143	9	0.103	1	4	NA	23	14	vanilla_two_step	21.130000000000003	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2039	44.73	33.75	75	224	1	0.1	12	0.072	3	6	NA	34	22	vanilla_two_step	78.47999999999999	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2040	18.19	3.94	46	112	1	0.14	9	0.083	1	4	NA	23	14	vanilla_two_step	22.130000000000003	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2041	37.92	5.91	61	138	1	0.081	7	0.069	4	4	NA	25	16	vanilla_two_step	43.83	0.82	0.41	14	3	20	84.01680504168058
FALSE	TRUE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2042	15.36	2.61	42	67	1	0.039	7	0.077	3	4	NA	16	9	vanilla_two_step	17.97	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2043	38.61	6.57	65	160	1	0.099	7	0.1	4	4	NA	25	16	vanilla_two_step	45.18	0.82	0.41	14	3	20	84.01680504168058
FALSE	FALSE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2044	15.86	2.52	42	69	1	0.039	7	0.076	3	4	NA	16	9	vanilla_two_step	18.38	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2045	43.05	5.98	57	137	1	0.112	7	0.054	0	4	NA	22	14	vanilla_two_step	49.03	0.87	0.38	13	2	21	73.02967433402215
FALSE	TRUE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2046	17.12	2.49	42	68	1	0.039	7	0.094	3	4	NA	16	9	vanilla_two_step	19.61	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2047	44.3	7.94	61	148	1	0.107	7	0.06	0	4	NA	22	14	vanilla_two_step	52.239999999999995	0.87	0.38	13	2	21	73.02967433402215
FALSE	FALSE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	2;2;TRUE	NA	Network2048	17.42	2.71	42	70	1	0.039	7	0.07	3	4	NA	16	9	vanilla_two_step	20.130000000000003	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2049	38.12	51.03	79	298	1	0.097	10	0.046	10	5	NA	48	31	vanilla_three_step	89.15	0.81	0.38	13	3	21	86.60254037844386
FALSE	TRUE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2050	15.15	4.97	47	128	1	0.129	9	0.102	5	4	NA	32	21	vanilla_three_step	20.12	0.88	0.44	15	2	19	70.77563971078318
TRUE	FALSE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2051	39.38	70.04	82	311	1	0.094	10	0.045	10	5	NA	48	31	vanilla_three_step	109.42000000000002	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2052	16.58	5.72	49	136	1	0.127	9	0.087	5	4	NA	32	21	vanilla_three_step	22.299999999999997	0.88	0.44	15	2	19	70.77563971078318
TRUE	TRUE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2053	43.63	53.19	79	300	1	0.098	10	0.056	10	5	NA	48	31	vanilla_three_step	96.82	0.81	0.38	13	3	21	86.60254037844386
FALSE	TRUE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2054	17.04	5.55	47	128	1	0.129	9	0.102	5	4	NA	32	21	vanilla_three_step	22.59	0.88	0.44	15	2	19	70.77563971078318
TRUE	FALSE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2055	44.84	74.91	82	313	1	0.095	10	0.053	10	5	NA	48	31	vanilla_three_step	119.75	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2056	18.95	6.02	49	136	1	0.127	9	0.087	5	4	NA	32	21	vanilla_three_step	24.97	0.88	0.44	15	2	19	70.77563971078318
TRUE	TRUE	TRUE	FALSE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2057	38.11	7.75	60	146	1	0.098	7	0.071	4	4	NA	26	17	vanilla_three_step	45.86	0.82	0.41	14	3	20	84.01680504168058
FALSE	TRUE	TRUE	FALSE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2058	15.18	3.25	42	67	1	0.039	7	0.077	3	4	NA	16	9	vanilla_three_step	18.43	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	TRUE	FALSE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2059	39.04	8.76	64	162	1	0.114	7	0.062	5	4	NA	26	17	vanilla_three_step	47.8	0.82	0.41	14	3	20	84.01680504168058
FALSE	FALSE	TRUE	FALSE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2060	15.56	3.48	42	69	1	0.039	7	0.076	3	4	NA	16	9	vanilla_three_step	19.04	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2061	43.01	8.36	59	170	1	0.124	7	0.099	0	4	NA	25	17	vanilla_three_step	51.37	0.82	0.41	14	3	20	78.82407813680821
FALSE	TRUE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2062	16.78	3.49	42	67	1	0.039	7	0.077	3	4	NA	16	9	vanilla_three_step	20.270000000000003	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2063	44.61	13.06	63	182	1	0.118	7	0.069	0	4	NA	25	17	vanilla_three_step	57.67	0.82	0.41	14	3	20	78.82407813680821
FALSE	FALSE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	2;2;TRUE	NA	Network2064	17.45	3.58	42	69	1	0.039	7	0.076	3	4	NA	16	9	vanilla_three_step	21.03	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2065	38.66	16.82	68	181	1	0.083	11	0.064	4	6	NA	31	23	vanilla_one_step	55.48	0.81	0.38	13	3	21	86.60254037844386
FALSE	TRUE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2066	15.46	1.79	42	90	1	0.147	5	0.073	2	4	NA	17	9	vanilla_one_step	17.25	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2067	40.2	22.13	69	178	1	0.082	10	0.088	3	5	NA	31	23	vanilla_one_step	62.33	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2068	15.95	2.08	44	94	1	0.145	5	0.074	2	4	NA	17	9	vanilla_one_step	18.03	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2069	44.55	16.4	68	182	1	0.084	11	0.064	4	6	NA	31	23	vanilla_one_step	60.95	0.81	0.38	13	3	21	86.60254037844386
FALSE	TRUE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2070	17.28	2.15	42	90	1	0.147	5	0.073	2	4	NA	17	9	vanilla_one_step	19.43	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2071	45.73	23.76	69	179	1	0.084	10	0.088	3	5	NA	31	23	vanilla_one_step	69.49	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2072	18.33	2.32	44	94	1	0.145	5	0.074	2	4	NA	17	9	vanilla_one_step	20.65	0.88	0.41	14	2	20	70.71067811865476
FALSE	TRUE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2074	15.35	1.88	40	68	1	0.052	7	0.046	2	4	NA	16	10	vanilla_one_step	17.23	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2075	39.21	5.29	65	168	1	0.102	7	0.06	4	4	NA	26	17	vanilla_one_step	44.5	0.82	0.41	14	3	20	84.01680504168058
FALSE	FALSE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2076	15.7	1.88	40	70	1	0.052	7	0.083	2	4	NA	16	10	vanilla_one_step	17.58	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2077	43.65	4.99	62	158	1	0.105	7	0.06	4	4	NA	26	17	vanilla_one_step	48.64	0.82	0.41	14	3	20	84.01680504168058
FALSE	TRUE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2078	17.18	1.53	40	69	1	0.052	7	0.047	2	4	NA	16	10	vanilla_one_step	18.71	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2079	45.13	6.96	66	169	1	0.101	7	0.062	4	4	NA	26	17	vanilla_one_step	52.09	0.82	0.41	14	3	20	84.01680504168058
FALSE	FALSE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	2;2;TRUE	NA	Network2080	17.58	1.98	40	71	1	0.052	7	0.072	2	4	NA	16	10	vanilla_one_step	19.56	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2113	60.87	110.14	99	334	1	0.093	13	0.049	1	6	NA	57	40	vanilla_two_step	171.01	0.82	0.41	14	3	20	84.01680504168058
TRUE	FALSE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2115	62.19	60.87	103	344	1	0.089	11	0.056	1	6	NA	62	44	vanilla_two_step	123.06	0.82	0.41	14	3	20	84.01680504168058
FALSE	FALSE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2116	32.69	8.53	69	146	1	0.072	8	0.097	4	7	NA	28	19	vanilla_two_step	41.22	0.81	0.38	13	3	21	86.60254037844386
TRUE	TRUE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2117	67.4	115.22	98	328	1	0.099	14	0.05	1	6	NA	53	37	vanilla_two_step	182.62	0.82	0.41	14	3	20	84.01680504168058
FALSE	TRUE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2118	36.87	8.25	74	172	1	0.084	15	0.072	13	7	NA	30	21	vanilla_two_step	45.12	0.82	0.41	14	3	20	84.01680504168058
TRUE	FALSE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2119	69.82	65.18	97	319	1	0.101	12	0.041	1	6	NA	58	40	vanilla_two_step	135	0.82	0.41	14	3	20	84.01680504168058
FALSE	FALSE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2120	37.54	8.23	74	159	1	0.077	14	0.079	13	13	NA	35	21	vanilla_two_step	45.77	0.85	0.5	17	3	17	77.66112283504533
TRUE	TRUE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2121	59.94	28.49	94	259	1	0.095	9	0.065	4	7	NA	32	24	vanilla_two_step	88.42999999999999	0.81	0.38	13	3	21	87.72684879784524
FALSE	TRUE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2122	31.51	4.45	67	118	1	0.078	7	0.096	3	5	NA	22	14	vanilla_two_step	35.96	0.82	0.41	14	3	20	84.01680504168058
TRUE	FALSE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2123	61.9	21.83	95	264	1	0.096	9	0.08	4	7	NA	33	25	vanilla_two_step	83.72999999999999	0.81	0.38	13	3	21	87.72684879784524
FALSE	FALSE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2124	32.35	4.37	67	122	1	0.081	7	0.09	3	5	NA	22	14	vanilla_two_step	36.72	0.82	0.41	14	3	20	84.01680504168058
TRUE	TRUE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2125	67.1	18.78	88	223	1	0.078	15	0.075	14	7	NA	35	28	vanilla_two_step	85.88	0.81	0.38	13	3	21	87.5
FALSE	TRUE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2126	36.14	4.44	71	126	1	0.08	9	0.083	7	5	NA	23	15	vanilla_two_step	40.58	0.82	0.41	14	3	20	84.01680504168058
TRUE	FALSE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2127	69.07	25.34	88	230	1	0.077	15	0.082	14	6	NA	35	28	vanilla_two_step	94.41	0.81	0.38	13	3	21	87.5
FALSE	FALSE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	3;2;TRUE	NA	Network2128	37.24	5.84	78	137	1	0.077	10	0.105	10	5	NA	24	15	vanilla_two_step	43.08	0.84	0.47	16	3	18	80.65883679558226
TRUE	TRUE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	3;2;TRUE	NA	Network2129	60.87	122.76	103	378	1	0.092	12	0.037	1	6	NA	72	51	vanilla_three_step	183.63	0.83	0.44	15	3	19	82.12668060177927
FALSE	TRUE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	3;2;TRUE	NA	Network2130	31.73	9.81	73	172	1	0.087	13	0.077	3	7	NA	35	26	vanilla_three_step	41.54	0.83	0.44	15	3	19	82.40220541217404
TRUE	FALSE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	3;2;TRUE	NA	Network2131	62.23	70	103	379	1	0.093	10	0.043	1	6	NA	76	54	vanilla_three_step	132.23	0.83	0.44	15	3	19	82.12668060177927
FALSE	FALSE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	3;2;TRUE	NA	Network2132	33.03	10.24	69	141	1	0.086	8	0.09	3	7	NA	30	22	vanilla_three_step	43.27	0.82	0.41	14	3	20	84.79116984486139
